연도,시도,시군구,sigungu_cd,stnId,참조관측소,거리_km,연평균기온,겨울철_평균최저기온,겨울철_자료완전성,여름철_평균기온,연강수량_mm,평균풍속_ms,GDD_솔수염하늘소_base11.9,GDD_북방수염하늘소_base8.3,SPI3_연평균,SPI3_최저월(최심가뭄),SPI3_최고월(최다습),SPI3_유효월수,연간관측일수,표고_m,표고_비고,토양수분_비고,비고
2021,부산광역시,연제구,26470,159,부산,9.86,15.77,0.86,True,24.83,1807.8,3.12,2203.1,3209.8,0.04,-1.24,1.0,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 9.86km)"
2022,부산광역시,연제구,26470,159,부산,9.86,15.42,0.49,True,24.78,991.9,3.23,2236.4,3187.8,-1.15,-2.37,-0.08,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 9.86km)"
2023,부산광역시,연제구,26470,159,부산,9.86,16.08,0.74,True,25.3,2191.4,3.19,2311.4,3294.6,0.49,-0.7,1.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 9.86km)"
2024,부산광역시,연제구,26470,159,부산,9.86,16.67,2.7,True,25.94,1945.7,3.31,2526.8,3475.0,0.8,-0.3,1.63,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 9.86km)"
2025,부산광역시,연제구,26470,159,부산,9.86,16.04,0.37,True,26.18,1212.7,3.19,2410.0,3346.2,-0.74,-1.93,0.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 9.86km)"
2016,부산광역시,영도구,26200,159,부산,4.16,15.74,1.84,True,25.03,1760.2,3.11,2254.9,3215.8,0.49,-0.94,1.51,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 4.16km)"
2017,부산광역시,영도구,26200,159,부산,4.16,15.25,1.42,True,24.81,1014.4,3.17,2161.5,3064.1,-0.78,-2.4,0.8,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 4.16km)"
2018,부산광역시,영도구,26200,159,부산,4.16,15.12,-0.98,True,25.41,1778.6,3.18,2154.4,3094.1,0.35,-1.61,1.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 4.16km)"
2019,부산광역시,영도구,26200,159,부산,4.16,15.75,1.67,True,24.15,1623.2,3.04,2141.6,3106.4,0.06,-0.91,0.89,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 4.16km)"
2020,부산광역시,영도구,26200,159,부산,4.16,15.21,3.2,True,23.94,2281.6,3.17,1992.6,2944.0,0.52,-1.38,1.8,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 4.16km)"
2021,부산광역시,영도구,26200,159,부산,4.16,15.77,0.86,True,24.83,1807.8,3.12,2203.1,3209.8,0.04,-1.24,1.0,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 4.16km)"
2022,부산광역시,영도구,26200,159,부산,4.16,15.42,0.49,True,24.78,991.9,3.23,2236.4,3187.8,-1.15,-2.37,-0.08,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 4.16km)"
2023,부산광역시,영도구,26200,159,부산,4.16,16.08,0.74,True,25.3,2191.4,3.19,2311.4,3294.6,0.49,-0.7,1.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 4.16km)"
2024,부산광역시,영도구,26200,159,부산,4.16,16.67,2.7,True,25.94,1945.7,3.31,2526.8,3475.0,0.8,-0.3,1.63,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 4.16km)"
2025,부산광역시,영도구,26200,159,부산,4.16,16.04,0.37,True,26.18,1212.7,3.19,2410.0,3346.2,-0.74,-1.93,0.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 4.16km)"
2016,부산광역시,중구,26110,159,부산,0.19,15.74,1.84,True,25.03,1760.2,3.11,2254.9,3215.8,0.49,-0.94,1.51,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 0.19km)"
2017,부산광역시,중구,26110,159,부산,0.19,15.25,1.42,True,24.81,1014.4,3.17,2161.5,3064.1,-0.78,-2.4,0.8,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 0.19km)"
2018,부산광역시,중구,26110,159,부산,0.19,15.12,-0.98,True,25.41,1778.6,3.18,2154.4,3094.1,0.35,-1.61,1.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 0.19km)"
2019,부산광역시,중구,26110,159,부산,0.19,15.75,1.67,True,24.15,1623.2,3.04,2141.6,3106.4,0.06,-0.91,0.89,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 0.19km)"
2020,부산광역시,중구,26110,159,부산,0.19,15.21,3.2,True,23.94,2281.6,3.17,1992.6,2944.0,0.52,-1.38,1.8,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 0.19km)"
2021,부산광역시,중구,26110,159,부산,0.19,15.77,0.86,True,24.83,1807.8,3.12,2203.1,3209.8,0.04,-1.24,1.0,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 0.19km)"
2022,부산광역시,중구,26110,159,부산,0.19,15.42,0.49,True,24.78,991.9,3.23,2236.4,3187.8,-1.15,-2.37,-0.08,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 0.19km)"
2023,부산광역시,중구,26110,159,부산,0.19,16.08,0.74,True,25.3,2191.4,3.19,2311.4,3294.6,0.49,-0.7,1.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 0.19km)"
2024,부산광역시,중구,26110,159,부산,0.19,16.67,2.7,True,25.94,1945.7,3.31,2526.8,3475.0,0.8,-0.3,1.63,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 0.19km)"
2025,부산광역시,중구,26110,159,부산,0.19,16.04,0.37,True,26.18,1212.7,3.19,2410.0,3346.2,-0.74,-1.93,0.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 0.19km)"
2016,부산광역시,해운대구,26350,159,부산,14.83,15.74,1.84,True,25.03,1760.2,3.11,2254.9,3215.8,0.49,-0.94,1.51,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 14.83km)"
2017,부산광역시,해운대구,26350,159,부산,14.83,15.25,1.42,True,24.81,1014.4,3.17,2161.5,3064.1,-0.78,-2.4,0.8,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 14.83km)"
2018,부산광역시,해운대구,26350,159,부산,14.83,15.12,-0.98,True,25.41,1778.6,3.18,2154.4,3094.1,0.35,-1.61,1.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 14.83km)"
2019,부산광역시,해운대구,26350,159,부산,14.83,15.75,1.67,True,24.15,1623.2,3.04,2141.6,3106.4,0.06,-0.91,0.89,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 14.83km)"
2020,부산광역시,해운대구,26350,159,부산,14.83,15.21,3.2,True,23.94,2281.6,3.17,1992.6,2944.0,0.52,-1.38,1.8,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 14.83km)"
2021,부산광역시,해운대구,26350,159,부산,14.83,15.77,0.86,True,24.83,1807.8,3.12,2203.1,3209.8,0.04,-1.24,1.0,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 14.83km)"
2022,부산광역시,해운대구,26350,159,부산,14.83,15.42,0.49,True,24.78,991.9,3.23,2236.4,3187.8,-1.15,-2.37,-0.08,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 14.83km)"
2023,부산광역시,해운대구,26350,159,부산,14.83,16.08,0.74,True,25.3,2191.4,3.19,2311.4,3294.6,0.49,-0.7,1.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 14.83km)"
2024,부산광역시,해운대구,26350,159,부산,14.83,16.67,2.7,True,25.94,1945.7,3.31,2526.8,3475.0,0.8,-0.3,1.63,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 14.83km)"
2025,부산광역시,해운대구,26350,159,부산,14.83,16.04,0.37,True,26.18,1212.7,3.19,2410.0,3346.2,-0.74,-1.93,0.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 14.83km)"
2016,서울특별시,강남구,11680,108,서울,11.95,13.59,-4.34,True,25.97,991.7,2.28,2199.9,3030.6,-0.4,-1.7,0.62,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 11.95km)"
2017,서울특별시,강남구,11680,108,서울,11.95,13.07,-4.39,True,25.39,1233.2,2.21,2100.6,2899.3,-0.67,-1.85,0.88,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 11.95km)"
2018,서울특별시,강남구,11680,108,서울,11.95,13.0,-6.33,True,26.6,1284.1,1.73,2069.6,2878.0,0.19,-1.33,1.46,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 11.95km)"
2019,서울특별시,강남구,11680,108,서울,11.95,13.6,-4.36,True,25.22,891.3,1.95,2062.6,2861.8,-0.89,-2.16,0.08,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 11.95km)"
2020,서울특별시,강남구,11680,108,서울,11.95,13.27,-1.88,True,24.86,1651.1,2.36,1872.2,2684.3,0.35,-1.16,1.35,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 11.95km)"
2021,서울특별시,강남구,11680,108,서울,11.95,13.75,-4.48,True,25.63,1186.5,2.31,2045.2,2899.6,0.07,-1.12,1.87,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 11.95km)"
2022,서울특별시,강남구,11680,108,서울,11.95,13.3,-5.02,True,25.48,1775.3,2.37,2058.6,2907.0,0.37,-1.54,1.56,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 11.95km)"
2023,서울특별시,강남구,11680,108,서울,11.95,14.11,-4.8,True,25.78,1598.8,2.27,2196.9,3040.7,0.34,-0.76,1.35,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 11.95km)"
2024,서울특별시,강남구,11680,108,서울,11.95,14.88,-2.12,True,26.87,1311.4,2.31,2412.2,3260.6,0.34,-0.89,1.83,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 11.95km)"
